2022-12-15 13:07:16,21,27,53370,25,1025,496,16
2022-12-15 13:11:59,22,27,55750,31,1025,472,16
2022-12-15 13:16:57,23,28,54680,34,1025,480,15
2022-12-15 13:21:59,23,28,50900,28,1025,486,13
2022-12-15 13:27:36,23,28,33630,24,1025,488,12
2022-12-15 13:31:57,23,27,46480,22,1025,36,11
2022-12-15 13:37:02,23,26,27810,29,1025,477,10
2022-12-15 13:42:02,23,26,0,34,1025,479,9
2022-12-15 13:46:59,23,25,0,37,1025,486,9
2022-12-15 13:52:04,22,24,0,40,1025,487,9
2022-12-15 13:57:01,21,24,0,44,1025,488,9
2022-12-15 14:01:55,21,23,0,47,1025,488,9
2022-12-15 14:07:10,20,22,0,50,1025,489,9
2022-12-15 14:12:00,20,21,0,53,1025,490,9
2022-12-15 14:17:02,20,21,0,54,1025,493,9
2022-12-15 14:22:05,19,20,0,56,1026,490,9
2022-12-15 14:27:01,19,20,0,58,1026,492,9
2022-12-15 14:32:00,19,19,0,59,1026,493,9
2022-12-15 14:37:05,18,19,0,60,1026,492,9
2022-12-15 14:42:00,18,18,0,62,1026,493,9
2022-12-15 14:46:59,18,18,0,63,1026,491,9
2022-12-15 14:52:01,18,17,0,64,1026,492,9
2022-12-15 14:57:05,17,17,0,65,1026,492,9
2022-12-15 15:01:58,17,17,0,66,1026,493,9
2022-12-15 15:07:12,17,16,0,66,1026,493,9
2022-12-15 15:12:06,17,16,0,67,1026,494,9
2022-12-15 15:17:00,16,16,0,68,1027,492,9
2022-12-15 15:22:02,16,15,0,68,1027,494,9
2022-12-15 15:27:04,16,15,0,69,1027,492,8
2022-12-15 15:32:02,16,15,0,70,1027,491,9
2022-12-15 15:37:07,16,14,0,70,1027,493,8
2022-12-15 15:42:05,16,14,0,71,1027,492,8
2022-12-15 15:46:59,15,14,0,71,1027,491,8
2022-12-15 15:52:05,15,14,0,72,1027,491,8
2022-12-15 15:57:00,15,13,0,72,1027,493,9
2022-12-15 16:02:05,15,13,0,72,1027,491,8
2022-12-15 16:07:16,15,13,0,73,1027,490,8
2022-12-15 16:12:08,14,13,0,73,1027,491,8
2022-12-15 16:16:58,14,13,0,74,1027,490,8
2022-12-15 16:22:05,14,13,0,74,1027,491,8
2022-12-15 16:27:11,14,12,0,75,1027,489,8
2022-12-15 16:32:05,14,12,0,75,1027,492,8
2022-12-15 16:37:11,14,12,0,75,1027,489,8
2022-12-15 16:42:11,13,12,0,75,1028,490,8
2022-12-15 16:47:02,13,12,0,75,1028,490,8
2022-12-15 16:52:07,13,12,0,76,1028,491,8
2022-12-15 16:57:07,13,11,0,76,1028,488,8
2022-12-15 17:02:03,13,11,0,77,1028,488,8
2022-12-15 17:07:17,13,11,0,77,1028,489,8
2022-12-15 17:12:02,13,11,0,77,1028,490,8
2022-12-15 17:17:01,12,11,0,77,1028,489,8
2022-12-15 17:22:10,12,11,0,77,1028,488,8
2022-12-15 17:27:03,12,11,0,78,1028,488,8
2022-12-15 17:31:58,12,11,0,78,1029,489,8
2022-12-15 17:37:08,12,11,0,78,1029,488,8
2022-12-15 17:42:04,12,11,0,78,1029,488,8
2022-12-15 17:47:01,12,10,0,79,1029,487,8
2022-12-15 17:52:06,12,10,0,79,1029,489,8
2022-12-15 17:57:05,12,10,0,79,1029,489,8
2022-12-15 18:01:58,12,10,0,79,1029,491,8
2022-12-15 18:07:13,12,10,0,79,1029,490,8
2022-12-15 18:12:02,11,10,0,79,1029,490,8
2022-12-15 18:17:00,11,10,0,79,1029,489,8
2022-12-15 18:22:05,11,10,0,80,1029,491,8
2022-12-15 18:27:04,11,10,0,80,1029,490,8
2022-12-15 18:31:58,11,10,0,80,1029,494,8
2022-12-15 18:37:05,11,10,0,80,1029,490,8
2022-12-15 18:42:02,11,10,0,80,1029,491,8
2022-12-15 18:47:01,11,10,0,80,1029,492,8
2022-12-15 18:52:00,11,9,0,81,1029,492,8
2022-12-15 18:57:03,11,9,0,81,1030,492,8
2022-12-15 19:02:01,11,9,0,81,1030,493,8
2022-12-15 19:07:16,11,9,0,81,1030,492,8
2022-12-15 19:12:03,11,9,0,81,1030,494,8
2022-12-15 19:17:00,10,9,0,81,1030,492,8
2022-12-15 19:22:02,10,9,0,81,1030,492,8
2022-12-15 19:27:11,10,9,0,82,1030,494,8
2022-12-15 19:32:02,10,9,0,81,1030,495,8
2022-12-15 19:37:08,10,9,0,82,1030,493,8
2022-12-15 19:42:03,10,9,0,82,1030,492,8
2022-12-15 19:46:57,10,9,0,82,1030,496,8
2022-12-15 19:52:06,10,9,0,82,1030,497,8
2022-12-15 19:57:03,10,9,0,82,1030,497,8
2022-12-15 20:01:57,10,9,0,82,1030,495,8
2022-12-15 20:07:09,10,9,0,82,1030,495,8
2022-12-15 20:12:00,10,9,0,82,1030,494,8
2022-12-15 20:16:56,10,9,0,82,1030,496,8
2022-12-15 20:22:01,10,9,0,82,1030,499,8
2022-12-15 20:27:02,10,9,0,82,1030,496,8
2022-12-15 20:31:59,10,9,0,82,1031,498,8
2022-12-15 20:37:05,10,9,0,82,1031,497,8
2022-12-15 20:42:00,10,9,0,82,1031,497,8
2022-12-15 20:46:57,10,8,0,82,1031,498,8
2022-12-15 20:52:01,9,8,0,83,1031,499,8
2022-12-15 20:57:05,9,8,0,83,1031,498,8
2022-12-15 21:01:57,9,8,0,83,1031,498,8
2022-12-15 21:07:09,9,8,0,83,1031,497,8
2022-12-15 21:11:59,9,8,0,83,1031,499,8
2022-12-15 21:16:58,9,8,0,83,1031,498,8
2022-12-15 21:21:58,9,8,0,83,1031,494,8
2022-12-15 21:26:59,9,8,0,83,1031,497,8
2022-12-15 21:31:58,9,8,0,83,1031,499,8
2022-12-15 21:37:08,9,8,0,83,1031,497,8
2022-12-15 21:41:58,9,8,0,83,1031,499,8
2022-12-15 21:46:54,9,8,0,83,1032,497,8
2022-12-15 21:51:59,9,8,0,83,1032,500,8
2022-12-15 21:56:56,9,8,0,83,1032,502,8
2022-12-15 22:02:02,9,8,0,83,1032,499,8
2022-12-15 22:07:12,9,8,0,83,1032,499,8
2022-12-15 22:11:59,9,8,0,84,1032,500,8
