5,0,87,1033,514,8,,
5,0,87,1033,513,8,,
16:56.5,5,5,0,87,1033,514.0,8.0
5,0,87,1033,513,8,,
5,0,87,1033,513,8,,
42:03.7,5,5,0,87,1033,514.0,8.0
5,0,87,1033,513,8,,
5,0,87,1033,513,8,,
07:07.4,5,5,0,87,1034,516.0,8.0
5,0,87,1034,517,8,,
5,0,88,1034,516,8,,
31:55.9,6,5,0,88,1034,518.0,8.0
5,0,88,1034,517,8,,
6,0,88,1034,517,8,,
57:03.1,6,6,0,89,1034,516.0,8.0
6,0,89,1034,517,8,,
6,0,90,1034,519,8,,
21:58.8,6,6,0,90,1034,520.0,8.0
7,0,90,1034,521,8,,
7,0,89,1034,523,8,,
46:56.0,6,7,0,89,1034,522.0,8.0
7,0,89,1034,522,8,,
7,0,89,1034,525,8,,
11:59.7,7,8,370,89,1034,523.0,8.0
8,490,90,1034,523,8,,
8,510,92,1033,523,8,,
37:06.5,7,9,510,94,1033,521.0,8.0
10,480,94,1033,522,8,,
11,480,93,1033,522,8,,
01:56.6,9,12,510,90,1033,519.0,8.0
12,500,89,1033,521,8,,
13,490,88,1033,520,8,,
27:02.2,10,14,480,86,1033,518.0,8.0
14,500,86,1033,518,8,,
15,500,84,1033,522,8,,
51:58.0,11,16,510,82,1033,521.0,8.0
16,500,82,1032,523,8,,
16,500,81,1032,520,8,,
16:59.4,12,17,500,79,1032,520.0,8.0
17,470,78,1032,521,8,,
18,490,77,1032,521,8,,
41:59.2,13,18,440,76,1031,517.0,8.0
18,490,75,1031,518,8,,
19,490,74,1031,518,8,,
07:10.6,13,19,490,73,1031,514.0,8.0
19,480,73,1031,515,8,,
19,470,72,1031,514,8,,
31:59.5,14,20,480,71,1030,518.0,8.0
20,470,71,1030,515,8,,
20,450,70,1030,501,8,,
57:00.1,14,20,370,68,1030,486.0,8.0
20,320,68,1030,485,8,,
20,290,66,1030,490,8,,
22:00.5,14,20,260,65,1030,487.0,8.0
19,180,66,1030,488,8,,
19,180,65,1030,484,8,,
46:57.3,14,18,0,66,1030,481.0,8.0
18,0,64,1030,481,8,,
17,0,67,1030,479,8,,
12:02.0,13,16,0,70,1030,479.0,8.0
16,0,72,1030,478,8,,
15,0,74,1030,473,8,,
37:05.2,13,15,0,75,1030,477.0,8.0
14,0,75,1030,478,8,,
14,0,76,1030,479,8,,
01:59.9,12,13,0,77,1030,479.0,8.0
13,0,78,1030,475,8,,
12,0,79,1029,473,8,,
27:02.9,12,12,0,79,1030,475.0,8.0
12,0,80,1029,478,8,,
12,0,80,1029,473,8,,
51:59.8,11,11,0,80,1030,475.0,8.0
11,0,80,1030,475,8,,
11,0,81,1030,473,8,,
17:03.9,11,11,0,82,1030,473.0,8.0
11,0,82,1030,474,8,,
10,0,83,1030,473,8,,
42:00.9,10,10,0,83,1030,470.0,8.0
10,0,83,1030,471,8,,
10,0,84,1030,475,8,,
07:18.4,10,10,0,84,1030,477.0,8.0
10,0,84,1030,473,8,,
10,0,85,1030,476,8,,
31:59.6,10,9,0,85,1030,477.0,8.0
9,0,85,1030,476,8,,
9,0,85,1030,476,8,,
57:11.1,10,9,0,86,1030,477.0,8.0
9,0,86,1030,479,8,,
9,0,86,1030,479,8,,
22:01.8,9,9,0,86,1030,478.0,8.0
9,0,86,1030,478,8,,
9,0,86,1030,479,8,,
46:59.6,9,9,0,86,1030,481.0,8.0
9,0,86,1030,477,8,,
9,0,86,1030,479,8,,
12:04.1,9,9,0,86,1030,480.0,8.0
9,0,86,1030,477,8,,
9,0,87,1030,482,8,,
37:05.9,9,9,0,87,1030,480.0,8.0
9,0,87,1030,480,8,,
9,0,87,1030,484,8,,
02:04.9,9,9,0,87,1030,482.0,8.0
9,0,87,1030,483,8,,
8,0,87,1030,485,8,,
26:57.9,8,8,0,87,1030,482.0,8.0
8,0,87,1030,483,8,,
8,0,87,1030,480,8,,
52:08.1,8,8,0,87,1030,483.0,8.0
8,0,87,1030,480,8,,
8,0,87,1030,483,8,,
16:54.3,8,8,0,87,1030,482.0,8.0
8,0,87,1030,484,8,,
8,0,87,1030,484,8,,
41:57.7,8,8,0,87,1030,483.0,8.0
8,0,87,1030,486,8,,
8,0,87,1030,483,8,,
07:04.6,8,8,0,87,1030,483.0,8.0
8,0,87,1030,485,8,,
8,0,87,1030,487,8,,
31:55.7,8,8,0,86,1029,482.0,8.0
8,0,86,1029,485,8,,
8,0,86,1029,484,8,,
56:59.9,8,8,0,86,1029,481.0,8.0
8,0,86,1029,482,8,,
7,0,86,1029,482,8,,
21:55.7,7,7,0,86,1029,487.0,8.0
7,0,86,1029,482,8,,
7,0,87,1029,484,8,,
46:54.6,7,7,0,87,1029,481.0,8.0
7,0,87,1029,480,8,,
7,0,87,1028,481,8,,
11:56.4,7,7,0,87,1028,482.0,8.0
7,0,87,1028,482,8,,
7,0,87,1028,482,8,,
37:00.1,7,7,0,87,1028,481.0,8.0
7,0,87,1028,483,8,,
7,0,87,1028,485,8,,
01:53.6,7,7,0,87,1028,483.0,8.0
7,0,87,1028,484,8,,
7,0,87,1028,481,8,,
27:00.4,7,7,0,87,1028,483.0,8.0
7,0,87,1028,483,8,,
7,0,87,1028,481,8,,
51:55.7,7,7,0,87,1028,483.0,8.0
7,0,87,1028,483,8,,
6,0,87,1028,486,8,,
16:54.9,7,6,0,87,1028,483.0,8.0
6,0,87,1029,484,8,,
6,0,88,1029,484,8,,
41:57.3,7,6,0,88,1029,483.0,8.0
6,0,88,1029,486,8,,
6,0,88,1029,479,8,,
07:05.6,7,6,0,88,1029,481.0,8.0
6,0,88,1029,482,8,,
6,0,89,1029,478,8,,
31:54.6,7,6,0,89,1029,479.0,8.0
6,0,89,1029,480,8,,
6,0,89,1029,479,8,,
57:01.7,7,6,0,89,1028,480.0,8.0
6,0,89,1029,482,8,,
6,0,89,1029,478,8,,
21:59.6,7,6,0,89,1029,482.0,8.0
6,0,88,1029,478,8,,
6,0,89,1029,481,8,,
46:56.4,6,6,0,88,1029,476.0,8.0
6,0,88,1029,480,8,,
6,0,89,1029,477,8,,
11:57.3,6,6,0,89,1029,477.0,8.0
6,0,88,1029,478,8,,
6,0,88,1029,476,8,,
36:58.6,6,6,0,88,1029,475.0,8.0
6,0,88,1029,473,8,,
6,0,88,1029,472,8,,
01:54.1,6,6,0,88,1029,473.0,8.0
6,0,88,1029,473,8,,
6,0,88,1029,471,8,,
26:57.7,6,6,0,88,1029,470.0,8.0
6,0,88,1029,471,8,,
6,0,88,1029,471,8,,
52:01.3,6,6,0,88,1029,472.0,8.0
6,0,88,1029,473,8,,
6,0,89,1029,472,8,,
16:53.3,6,6,0,89,1029,468.0,8.0
6,0,89,1029,471,8,,
6,400,89,1029,469,8,,
42:01.6,7,6,670,89,1029,474.0,8.0
7,670,89,1029,470,8,,
7,560,90,1029,473,8,,
07:10.6,8,7,670,90,1029,468.0,8.0
7,400,90,1029,469,8,,
8,680,90,1029,466,8,,
31:58.6,9,8,580,89,1029,463.0,8.0
9,630,89,1029,461,8,,
9,720,88,1029,461,8,,
56:59.4,10,9,840,88,1029,456.0,8.0
10,670,88,1029,456,8,,
10,820,88,1029,453,8,,
22:01.5,11,11,930,88,1029,455.0,8.0
11,890,88,1029,451,8,,
12,980,87,1029,449,8,,
46:58.3,12,13,990,86,1028,449.0,8.0
14,990,85,1028,445,8,,
14,810,83,1028,446,8,,
12:00.3,13,15,980,79,1028,442.0,8.0
15,990,79,1028,441,8,,
16,250,78,1027,443,8,,
37:20.6,14,16,0,75,1027,444.0,8.0
16,0,73,1027,446,8,,
16,0,72,1027,447,8,,
01:58.8,13,15,0,72,1027,446.0,8.0
15,0,72,1027,444,8,,
14,0,74,1026,445,8,,
27:05.5,12,14,0,75,1026,446.0,8.0
13,0,75,1026,446,8,,
13,0,76,1026,447,8,,
52:00.8,11,12,0,77,1026,447.0,8.0
12,40,78,1026,445,8,,
12,2490,80,1025,446,8,,
17:00.7,15,13,2350,81,1025,443.0,8.0
14,1650,80,1025,444,8,,
15,2160,76,1025,443,8,,
42:01.5,17,15,2320,75,1025,438.0,8.0
16,2280,74,1025,439,8,,
17,2260,73,1025,435,8,,
07:23.7,19,17,2320,72,1025,428.0,8.0
18,540,71,1025,427,8,,
18,2070,67,1025,425,8,,
32:01.6,18,18,1910,66,1025,422.0,8.0
18,2200,66,1025,420,8,,
18,1630,66,1025,419,8,,
57:06.4,18,18,1960,65,1025,416.0,8.0
18,1840,64,1025,414,8,,
18,1730,64,1025,413,8,,
22:03.1,17,18,1500,63,1025,409.0,8.0
18,1330,62,1025,409,8,,
17,0,60,1025,405,8,,
47:00.4,15,16,0,64,1025,413.0,8.0
16,0,66,1026,410,8,,
15,0,69,1026,415,8,,
12:14.3,14,14,0,72,1026,415.0,8.0
13,0,73,1026,418,8,,
13,0,75,1026,417,8,,
37:04.3,13,12,0,76,1026,419.0,8.0
12,0,77,1026,421,8,,
11,0,79,1026,420,8,,
01:59.1,12,11,0,80,1026,416.0,8.0
11,0,80,1026,419,8,,
11,0,81,1026,420,8,,
22:11.0,12,10,0,81,1026,417.0,8.0
10,0,82,1026,423,8,,
10,0,82,1026,423,8,,
46:58.1,11,10,0,83,1026,426.0,8.0
10,0,83,1026,423,8,,
9,0,83,1026,423,8,,
12:01.3,11,9,0,83,1026,426.0,8.0
9,0,84,1026,426,8,,
9,0,84,1026,427,8,,
37:05.6,10,9,0,84,1026,428.0,8.0
9,0,85,1026,431,8,,
9,0,85,1026,425,8,,
01:56.9,10,9,0,85,1026,438.0,8.0
9,0,85,1026,431,8,,
9,0,86,1026,428,8,,
27:00.6,10,8,0,86,1026,432.0,8.0
8,0,86,1026,428,8,,
8,0,86,1026,430,8,,
52:02.6,10,8,0,86,1026,434.0,8.0
8,0,85,1026,431,8,,
8,0,85,1026,432,8,,
16:58.3,9,8,0,85,1026,430.0,8.0
8,0,85,1026,434,8,,
8,0,86,1026,439,8,,
42:03.3,9,8,0,86,1026,436.0,8.0
8,0,86,1026,436,8,,
8,0,86,1025,438,8,,
07:07.9,8,8,0,86,1025,439.0,8.0
7,0,86,1025,444,8,,
7,0,86,1025,438,8,,
31:59.6,8,7,0,86,1025,440.0,8.0
7,0,86,1025,440,8,,
7,0,86,1025,441,8,,
57:01.1,8,7,0,86,1025,442.0,8.0
7,0,86,1025,444,8,,
7,0,86,1025,442,8,,
21:59.8,8,7,0,86,1025,444.0,8.0
7,0,86,1025,446,8,,
7,0,86,1025,446,8,,
46:55.2,7,7,0,86,1025,447.0,8.0
7,0,86,1025,443,8,,
7,0,86,1025,446,8,,
11:57.7,7,7,0,87,1025,447.0,8.0
7,0,87,1025,447,8,,
6,0,87,1025,446,8,,
37:02.5,7,6,0,87,1024,449.0,8.0
6,0,87,1025,451,8,,
6,0,87,1025,446,8,,
01:56.9,7,6,0,87,1025,448.0,8.0
6,0,88,1025,450,8,,
6,0,88,1025,448,8,,
26:57.2,7,6,0,88,1025,451.0,8.0
6,0,88,1025,452,8,,
6,0,88,1025,450,8,,
51:52.7,7,6,0,88,1025,450.0,8.0
6,0,88,1025,449,8,,
6,0,88,1025,450,8,,
16:56.8,7,6,0,88,1025,450.0,8.0
6,0,88,1025,450,8,,
6,0,88,1025,451,8,,
42:02.9,7,6,0,88,1025,449.0,8.0
6,0,88,1025,450,8,,
6,0,88,1025,451,8,,
07:01.8,7,6,0,88,1025,452.0,8.0
6,0,88,1025,450,8,,
6,0,88,1025,451,8,,
31:57.3,6,6,0,88,1025,451.0,8.0
6,0,88,1025,451,8,,
6,0,88,1025,454,8,,
57:00.3,6,6,0,88,1025,453.0,8.0
6,0,88,1025,450,8,,
6,0,88,1025,452,8,,
22:00.2,6,6,0,88,1025,450.0,8.0
6,0,88,1025,453,8,,
6,0,88,1025,451,8,,
46:56.1,6,6,0,88,1025,453.0,8.0
6,0,88,1025,454,8,,
6,0,88,1025,452,8,,
11:57.2,6,6,0,88,1024,452.0,8.0
6,0,88,1024,452,8,,
6,0,88,1024,454,8,,
37:02.1,6,6,0,88,1024,454.0,8.0
6,0,88,1024,453,8,,
6,0,88,1024,453,8,,
01:52.3,6,6,0,88,1024,453.0,8.0
6,0,88,1024,451,8,,
6,0,88,1024,452,8,,
26:57.5,6,6,0,88,1024,454.0,8.0
6,0,87,1024,453,8,,
6,0,87,1024,452,8,,
51:56.4,6,5,0,87,1024,454.0,8.0
5,0,87,1024,451,8,,
5,0,88,1024,454,8,,
16:56.0,6,5,0,88,1024,454.0,8.0
5,0,88,1024,452,8,,
5,0,88,1024,453,8,,
41:59.2,5,5,0,88,1024,452.0,8.0
5,0,88,1024,455,8,,
5,0,88,1024,455,8,,
07:06.6,5,5,0,88,1024,456.0,8.0
5,0,88,1024,455,8,,
5,0,88,1024,455,8,,
31:52.5,5,5,0,88,1024,459.0,8.0
5,0,88,1024,455,8,,
5,0,88,1024,453,8,,
57:00.2,5,5,0,88,1024,456.0,8.0
5,0,89,1024,457,8,,
5,0,89,1024,455,8,,
21:57.0,5,5,0,90,1024,455.0,8.0
5,2700,90,1024,457,8,,
6,3320,90,1025,457,8,,
47:40.7,7,7,3560,90,1025,456.0,8.0
7,3500,90,1024,457,8,,
8,3270,90,1024,455,8,,
12:10.9,10,9,3070,90,1024,454.0,8.0
10,3050,89,1024,456,8,,
11,450,87,1024,454,8,,
37:01.0,11,12,460,86,1024,465.0,8.0
12,460,86,1024,471,8,,
13,480,85,1024,480,8,,
01:56.5,11,13,490,85,1024,484.0,8.0
13,510,84,1024,474,8,,
14,520,83,1024,471,8,,
27:01.7,12,14,470,82,1024,471.0,8.0
14,530,82,1024,470,8,,
15,540,81,1024,468,8,,
51:57.6,13,15,500,80,1023,467.0,8.0
16,540,80,1023,467,8,,
16,440,79,1023,461,8,,
16:57.9,13,16,550,78,1023,460.0,8.0
16,570,76,1023,458,8,,
17,620,76,1023,459,8,,
42:00.6,13,17,150,73,1023,461.0,8.0
17,150,72,1023,457,8,,
16,570,71,1022,453,8,,
07:07.5,13,16,510,73,1022,455.0,8.0
16,570,73,1022,452,8,,
16,570,75,1022,455,8,,
31:58.8,14,17,590,75,1022,449.0,8.0
17,440,75,1022,451,8,,
17,520,74,1022,449,8,,
57:03.2,14,17,580,72,1022,447.0,8.0
17,530,72,1022,445,8,,
18,520,72,1022,443,8,,
22:00.6,14,18,540,72,1022,443.0,8.0
18,580,72,1022,441,8,,
18,540,72,1021,442,8,,
46:58.1,15,18,440,72,1021,442.0,8.0
18,310,72,1021,438,8,,
18,260,70,1021,440,8,,
12:00.2,15,18,480,71,1021,437.0,8.0
18,110,71,1021,435,8,,
18,470,71,1021,433,8,,
37:05.9,15,18,440,72,1021,433.0,8.0
18,430,72,1021,433,8,,
18,390,71,1021,429,8,,
01:59.7,15,18,350,71,1021,432.0,8.0
18,320,70,1021,431,8,,
17,230,70,1021,426,8,,
27:02.6,15,17,120,69,1021,426.0,8.0
17,0,69,1021,425,8,,
16,0,71,1021,432,8,,
52:02.7,14,15,0,73,1021,426.0,8.0
15,0,74,1021,424,8,,
14,0,75,1021,428,8,,
16:59.8,13,14,0,76,1021,429.0,8.0
14,0,77,1021,427,8,,
13,0,78,1021,429,8,,
42:01.5,13,13,0,78,1021,431.0,8.0
12,0,79,1021,432,8,,
12,0,80,1021,429,8,,
07:12.7,12,12,0,81,1021,429.0,8.0
11,0,81,1021,429,8,,
11,0,82,1021,430,8,,
31:57.1,12,11,0,82,1022,429.0,8.0
11,0,82,1022,431,8,,
10,0,83,1022,432,8,,
57:06.9,11,10,0,83,1022,428.0,8.0
10,0,84,1022,434,8,,
10,0,84,1022,437,8,,
21:56.2,11,10,0,85,1022,434.0,8.0
9,0,85,1022,434,8,,
9,0,85,1022,432,8,,
46:55.8,10,9,0,85,1022,438.0,8.0
9,0,86,1022,436,8,,
9,0,86,1022,439,8,,
12:03.1,10,9,0,86,1022,438.0,8.0
9,0,86,1022,440,8,,
9,0,86,1022,439,8,,
37:02.0,10,9,0,86,1022,442.0,8.0
8,0,86,1022,441,8,,
8,0,86,1022,442,8,,
01:58.7,9,8,0,86,1022,441.0,8.0
8,0,86,1022,445,8,,
8,0,87,1022,445,8,,
27:00.5,9,8,0,87,1022,445.0,8.0
8,0,87,1022,444,8,,
8,0,87,1022,446,8,,
51:57.9,9,8,0,87,1022,448.0,8.0
8,0,87,1022,448,8,,
8,0,87,1022,451,8,,
16:56.6,9,8,0,87,1022,451.0,8.0
8,0,87,1022,450,8,,
8,0,87,1022,449,8,,
41:55.5,8,8,0,87,1022,453.0,8.0
8,0,87,1022,454,8,,
7,0,87,1022,454,8,,
07:03.3,8,7,0,87,1022,453.0,8.0
7,0,87,1022,454,8,,
7,0,87,1022,457,8,,
31:55.0,8,7,0,87,1021,454.0,8.0
7,0,87,1021,459,8,,
7,0,87,1021,456,8,,
56:59.9,8,7,0,88,1021,457.0,8.0
7,0,87,1021,458,8,,
7,0,88,1021,460,8,,
21:57.5,8,7,0,87,1021,460.0,8.0
7,0,87,1021,461,8,,
7,0,87,1021,457,8,,
46:57.8,8,7,0,88,1021,461.0,8.0
7,0,88,1021,463,8,,
7,0,88,1021,461,8,,
11:57.4,7,7,0,88,1021,462.0,8.0
7,0,88,1021,464,8,,
7,0,88,1021,462,8,,
37:00.6,7,7,0,88,1021,463.0,8.0
7,0,88,1021,463,8,,
7,0,88,1021,465,8,,
01:59.9,7,7,0,88,1021,464.0,8.0
6,0,88,1022,462,8,,
6,0,88,1022,466,8,,
27:00.4,7,6,0,88,1022,466.0,8.0
6,0,88,1022,466,8,,
6,0,88,1022,467,8,,
51:57.4,7,6,0,88,1022,466.0,8.0
6,0,88,1022,465,8,,
6,0,88,1022,466,8,,
17:00.3,7,6,0,88,1022,468.0,8.0
6,0,88,1022,465,8,,
6,0,88,1022,465,8,,
41:58.7,7,6,0,88,1022,470.0,8.0
6,0,88,1022,468,8,,
6,0,88,1022,470,8,,
07:03.6,6,6,0,88,1022,470.0,8.0
6,0,88,1022,469,8,,
6,0,88,1022,471,8,,
31:53.2,6,6,0,88,1022,468.0,8.0
6,0,88,1022,473,8,,
6,0,88,1022,471,8,,
56:59.2,6,6,0,88,1022,469.0,8.0
6,0,88,1022,469,8,,
6,0,88,1022,472,8,,
22:02.9,6,6,0,88,1022,468.0,8.0
6,0,88,1022,470,8,,
6,0,88,1022,467,8,,
46:53.6,6,6,0,88,1022,472.0,8.0
6,0,88,1022,468,8,,
6,0,88,1022,470,8,,
11:59.8,6,6,0,89,1022,470.0,8.0
6,0,89,1022,471,8,,
6,0,88,1022,468,8,,
36:59.9,6,6,0,88,1022,471.0,8.0
5,0,88,1022,471,8,,
5,0,88,1023,473,8,,
01:52.7,6,5,0,88,1023,472.0,8.0
5,0,88,1023,470,8,,
5,0,88,1023,470,8,,
27:05.6,5,5,0,88,1023,468.0,8.0
5,0,88,1023,471,8,,
5,0,88,1023,472,8,,
51:55.3,5,5,0,88,1023,470.0,8.0
5,0,88,1023,472,8,,
5,0,89,1023,473,8,,
16:55.5,5,5,0,89,1023,471.0,8.0
5,0,89,1023,471,8,,
5,0,89,1023,473,8,,
42:00.9,5,5,0,89,1023,473.0,7.0
5,0,89,1024,473,7,,
5,0,89,1024,473,8,,
07:04.5,5,5,0,90,1024,473.0,8.0
5,0,90,1024,476,8,,
5,0,90,1024,476,8,,
31:56.9,6,5,160,91,1024,473.0,8.0
5,190,91,1024,473,8,,
6,260,91,1025,481,8,,
57:01.7,7,6,290,92,1025,480.0,8.0
6,300,92,1025,485,8,,
7,320,93,1025,485,8,,
21:56.1,7,7,340,94,1025,486.0,8.0
8,350,94,1025,482,8,,
9,370,94,1025,486,8,,
46:57.3,8,9,380,95,1025,485.0,8.0
10,390,95,1025,483,8,,
11,410,94,1025,483,8,,
12:00.6,9,11,410,94,1025,483.0,8.0
12,420,93,1025,483,8,,
12,430,92,1025,484,8,,
37:03.5,10,13,440,90,1025,479.0,8.0
14,440,89,1025,482,8,,
14,440,88,1025,480,8,,
01:59.5,11,15,450,86,1025,480.0,8.0
15,450,85,1025,477,8,,
16,460,84,1025,479,8,,
27:03.8,12,16,460,82,1025,476.0,8.0
17,460,82,1025,477,8,,
17,470,81,1025,475,8,,
51:59.7,13,18,460,80,1024,475.0,8.0
18,460,80,1024,477,8,,
18,460,79,1024,477,8,,
16:57.5,13,19,460,77,1024,475.0,8.0
19,460,77,1024,474,8,,
19,460,76,1024,476,8,,
41:59.2,14,20,460,76,1024,472.0,8.0
20,460,75,1024,469,8,,
20,450,74,1024,470,8,,
07:06.6,15,20,430,74,1024,472.0,8.0
20,430,73,1024,471,8,,
21,420,72,1024,470,8,,
31:56.7,15,21,420,72,1024,470.0,8.0
21,420,71,1024,467,8,,
21,410,70,1024,465,8,,
57:02.3,16,21,400,70,1024,466.0,8.0
21,390,70,1024,466,8,,
21,380,69,1024,463,8,,
21:58.4,16,21,360,68,1024,466.0,8.0
21,340,68,1024,464,8,,
21,320,68,1024,460,8,,
46:57.2,16,21,290,67,1024,462.0,8.0
21,280,67,1024,461,8,,
20,230,67,1024,460,8,,
12:02.4,16,20,180,67,1024,457.0,8.0
20,150,67,1024,458,8,,
19,0,67,1024,457,8,,
37:06.3,15,18,0,68,1024,458.0,7.0
18,0,68,1024,457,7,,
17,0,71,1024,458,7,,
01:55.6,14,16,0,73,1024,457.0,7.0
16,0,74,1024,457,7,,
15,0,76,1024,458,7,,
27:05.9,14,15,0,77,1024,455.0,7.0
15,0,77,1024,460,7,,
14,0,78,1024,459,7,,
52:00.4,13,14,0,79,1024,457.0,7.0
13,0,79,1024,456,7,,
13,0,80,1024,458,7,,
16:57.5,13,13,0,80,1024,461.0,7.0
12,0,81,1024,458,7,,
12,0,81,1024,458,7,,
41:59.6,12,12,0,82,1025,461.0,7.0
12,0,82,1025,460,7,,
11,0,83,1025,461,7,,
07:10.1,11,11,0,83,1025,462.0,7.0
11,0,84,1025,462,7,,
11,0,84,1025,461,7,,
31:56.8,11,11,0,85,1025,461.0,7.0
10,0,85,1025,464,7,,
10,0,85,1025,461,7,,
57:05.7,11,10,0,85,1025,466.0,7.0
10,0,86,1025,465,7,,
10,0,86,1025,469,7,,
21:55.8,10,10,0,86,1025,465.0,7.0
10,0,86,1025,468,7,,
10,0,86,1025,468,7,,
46:57.8,10,9,0,86,1025,472.0,7.0
9,0,86,1025,468,7,,
9,0,87,1025,472,7,,
11:58.9,10,9,0,87,1025,471.0,7.0
9,0,87,1025,468,7,,
9,0,87,1025,473,7,,
37:00.7,10,9,0,87,1025,475.0,7.0
9,0,87,1025,475,7,,
9,0,87,1025,472,7,,
01:56.2,9,9,0,87,1025,475.0,7.0
9,0,87,1025,476,7,,
9,0,87,1025,478,7,,
27:04.5,9,8,0,87,1025,476.0,7.0
8,0,87,1025,476,7,,
8,0,87,1025,476,7,,
52:00.1,9,8,0,87,1025,478.0,7.0
8,0,87,1025,478,7,,
8,0,87,1025,478,7,,
16:56.5,9,8,0,87,1025,479.0,7.0
8,0,87,1025,481,7,,
8,0,87,1026,479,7,,
41:59.8,8,8,0,88,1026,481.0,7.0
8,0,88,1026,483,7,,
