8,0,88,1026,481,7,,
07:04.4,8,8,0,88,1025,481.0,7.0
8,0,88,1025,485,7,,
8,0,88,1025,484,7,,
32:01.7,8,8,0,88,1026,484.0,7.0
8,0,88,1025,484,7,,
8,0,88,1026,484,7,,
57:00.8,8,7,0,88,1026,485.0,7.0
7,0,88,1025,486,7,,
7,0,88,1025,485,7,,
21:58.4,8,7,0,88,1025,484.0,7.0
7,0,88,1025,486,7,,
7,0,88,1025,487,7,,
46:54.4,8,7,0,88,1025,486.0,7.0
7,0,88,1025,489,7,,
7,0,88,1025,488,7,,
11:59.7,7,7,0,88,1025,488.0,7.0
7,0,88,1025,488,7,,
7,0,88,1025,491,7,,
37:00.2,7,7,0,88,1025,487.0,7.0
7,0,88,1025,488,7,,
7,0,88,1025,488,7,,
01:52.3,7,7,0,88,1025,491.0,7.0
7,0,88,1025,491,7,,
7,0,88,1025,492,7,,
26:58.0,7,7,0,88,1025,493.0,7.0
7,0,88,1025,490,7,,
7,0,88,1025,494,7,,
51:55.6,7,7,0,88,1025,492.0,7.0
7,0,88,1025,490,7,,
7,0,89,1024,490,7,,
16:54.6,7,7,0,88,1024,493.0,7.0
7,0,89,1024,491,7,,
6,0,89,1024,491,7,,
41:57.4,7,6,0,89,1024,494.0,7.0
6,0,89,1024,494,7,,
6,0,89,1024,493,7,,
07:05.1,7,6,0,89,1024,494.0,7.0
6,0,89,1024,495,7,,
6,0,89,1024,499,7,,
31:53.6,6,6,0,89,1024,493.0,7.0
6,0,89,1024,496,7,,
6,0,89,1024,496,7,,
56:56.2,6,6,0,89,1024,495.0,7.0
6,0,89,1024,494,7,,
6,0,89,1024,494,7,,
21:57.7,6,6,0,89,1024,495.0,7.0
6,0,89,1024,496,7,,
6,0,89,1024,497,7,,
46:53.5,6,6,0,89,1024,498.0,7.0
6,0,89,1024,496,7,,
6,0,89,1024,495,7,,
11:58.1,6,6,0,89,1024,497.0,7.0
6,0,89,1024,495,7,,
6,0,89,1024,497,7,,
36:56.6,6,6,0,89,1024,496.0,7.0
6,0,89,1024,498,7,,
6,0,89,1024,496,7,,
01:57.8,6,6,0,89,1024,496.0,7.0
6,0,89,1024,499,7,,
6,0,89,1024,496,7,,
27:01.3,6,6,0,89,1024,496.0,7.0
6,0,89,1024,494,7,,
6,0,89,1023,497,7,,
51:49.3,6,6,0,89,1023,495.0,7.0
6,0,89,1023,495,7,,
6,0,90,1023,498,7,,
16:57.0,6,6,0,90,1023,495.0,7.0
6,0,90,1023,496,7,,
6,0,90,1024,496,7,,
42:02.1,6,6,90,90,1023,500.0,7.0
6,110,90,1023,498,7,,
6,130,90,1024,498,7,,
07:07.1,6,6,130,90,1023,497.0,7.0
6,130,91,1023,497,7,,
7,160,91,1023,498,7,,
31:58.2,6,7,180,91,1023,497.0,7.0
7,180,91,1023,496,7,,
7,180,91,1023,493,7,,
56:59.8,7,7,160,92,1023,492.0,7.0
7,160,92,1023,495,7,,
8,180,92,1023,496,7,,
21:59.7,7,8,220,92,1023,493.0,7.0
8,220,91,1023,492,7,,
8,240,91,1022,492,7,,
46:58.4,7,8,260,91,1022,491.0,7.0
9,250,92,1022,489,7,,
9,230,92,1022,489,7,,
12:01.7,8,9,190,92,1021,488.0,7.0
9,190,91,1021,485,7,,
9,230,91,1021,485,7,,
37:01.6,8,9,160,90,1021,484.0,7.0
10,110,89,1021,487,7,,
10,130,87,1020,486,7,,
01:57.2,8,10,170,86,1020,484.0,7.0
10,190,86,1020,482,7,,
10,180,87,1020,484,7,,
27:02.9,8,10,140,87,1019,479.0,7.0
10,150,87,1019,478,7,,
10,170,86,1019,478,7,,
52:00.8,8,10,160,87,1019,480.0,7.0
10,140,87,1019,480,7,,
10,120,86,1019,478,7,,
16:58.3,8,10,110,86,1018,478.0,7.0
10,110,86,1018,478,7,,
10,120,85,1018,480,7,,
42:03.2,8,10,130,86,1018,477.0,7.0
10,100,86,1018,474,7,,
9,80,86,1018,477,7,,
07:11.5,8,9,100,86,1017,475.0,7.0
9,90,86,1017,474,7,,
9,90,86,1017,473,7,,
32:00.5,8,9,70,86,1017,479.0,7.0
9,80,86,1017,463,7,,
9,40,86,1017,463,7,,
57:03.6,8,9,50,86,1016,466.0,7.0
9,40,86,1016,461,7,,
9,40,86,1016,464,7,,
22:00.5,8,9,30,87,1016,464.0,7.0
9,40,87,1016,461,7,,
9,0,87,1015,462,7,,
47:00.0,8,9,0,87,1015,462.0,7.0
9,0,87,1015,464,7,,
9,0,88,1015,463,7,,
12:00.4,8,9,0,88,1015,464.0,7.0
8,0,88,1015,468,7,,
8,0,88,1015,465,7,,
37:15.8,8,8,0,88,1015,465.0,7.0
8,0,88,1015,462,7,,
8,0,88,1015,462,7,,
01:56.1,8,8,0,88,1015,466.0,7.0
8,0,88,1015,464,7,,
8,0,88,1014,466,7,,
27:00.3,8,8,0,88,1014,466.0,7.0
8,0,88,1014,464,7,,
8,0,88,1014,466,7,,
51:59.8,7,8,0,88,1015,465.0,7.0
8,0,88,1014,468,7,,
8,0,88,1014,468,7,,
17:01.2,7,8,0,88,1014,469.0,7.0
8,0,89,1014,466,7,,
8,0,89,1014,469,7,,
42:08.7,7,8,0,89,1014,465.0,7.0
8,0,89,1014,470,7,,
8,0,89,1014,467,7,,
07:09.9,7,8,0,89,1014,468.0,7.0
8,0,89,1014,467,7,,
8,0,89,1014,470,7,,
32:00.0,7,8,0,89,1014,468.0,7.0
8,0,89,1014,468,7,,
8,0,89,1014,468,7,,
57:01.3,7,8,0,89,1014,468.0,7.0
7,0,89,1014,466,7,,
7,0,89,1014,470,7,,
21:58.9,7,7,0,89,1014,468.0,7.0
7,0,89,1013,467,7,,
7,0,89,1014,469,7,,
46:58.7,7,7,0,89,1014,472.0,7.0
7,0,89,1013,468,7,,
7,0,89,1014,468,7,,
11:58.7,7,7,0,89,1014,471.0,7.0
7,0,89,1014,471,7,,
7,0,89,1013,470,7,,
36:58.7,7,7,0,89,1013,471.0,7.0
7,0,89,1013,470,7,,
7,0,89,1013,472,7,,
01:54.3,7,7,0,89,1013,470.0,7.0
7,0,89,1013,473,7,,
7,0,89,1013,475,7,,
26:57.9,7,7,0,89,1013,469.0,7.0
7,0,89,1013,472,7,,
7,0,89,1013,471,7,,
51:58.0,7,7,0,89,1013,474.0,7.0
7,0,89,1012,472,7,,
7,0,89,1012,473,7,,
16:58.2,7,7,0,89,1012,474.0,7.0
7,0,89,1012,474,7,,
7,0,89,1012,474,7,,
42:01.3,7,7,0,89,1012,475.0,7.0
7,0,89,1012,473,7,,
7,0,90,1012,474,7,,
07:04.2,6,7,0,90,1012,477.0,7.0
7,0,90,1012,477,7,,
7,0,90,1012,474,7,,
31:55.1,6,7,0,90,1012,476.0,7.0
7,0,90,1011,475,7,,
7,0,90,1011,474,7,,
56:57.3,6,7,0,89,1011,475.0,7.0
7,0,89,1011,477,7,,
7,0,89,1011,475,7,,
21:56.2,6,7,0,89,1011,475.0,7.0
7,0,89,1011,474,7,,
6,0,89,1011,476,7,,
46:53.3,6,6,0,89,1011,477.0,7.0
6,0,89,1011,475,7,,
6,0,89,1011,477,7,,
11:57.6,6,6,0,89,1011,479.0,7.0
6,0,89,1011,482,7,,
6,0,89,1011,479,7,,
36:58.5,6,6,0,89,1011,479.0,7.0
6,0,89,1011,481,7,,
6,0,89,1011,479,7,,
01:56.2,6,6,0,89,1011,475.0,7.0
6,0,89,1011,476,7,,
6,0,89,1011,475,7,,
26:58.7,6,6,0,89,1011,482.0,7.0
6,0,89,1011,478,7,,
6,0,90,1010,478,7,,
51:57.3,6,6,0,90,1010,458.0,7.0
6,0,90,1010,482,7,,
6,0,90,1010,477,7,,
16:55.8,6,6,0,90,1010,478.0,7.0
6,0,90,1010,476,7,,
6,0,90,1010,490,7,,
41:57.5,6,6,0,90,1010,462.0,7.0
6,0,90,1010,486,7,,
6,0,90,1010,485,7,,
07:02.5,6,6,0,90,1010,476.0,7.0
6,0,90,1010,476,7,,
6,0,90,1010,478,7,,
31:55.2,6,6,0,90,1010,476.0,7.0
6,0,90,1010,477,7,,
6,0,90,1010,480,7,,
56:57.4,6,6,0,90,1010,487.0,7.0
6,0,90,1010,488,7,,
6,0,90,1010,477,7,,
21:55.8,6,6,0,90,1010,479.0,7.0
6,0,90,1010,479,7,,
6,0,90,1010,480,7,,
46:54.2,6,6,0,90,1010,483.0,7.0
6,0,90,1010,487,7,,
6,0,90,1010,480,7,,
12:01.1,6,6,0,90,1011,475.0,7.0
6,0,90,1011,480,7,,
6,0,90,1011,474,7,,
37:02.6,6,6,0,90,1011,475.0,7.0
6,0,90,1011,468,7,,
6,0,90,1011,474,7,,
01:57.4,6,6,0,90,1011,474.0,7.0
6,0,90,1011,479,7,,
6,0,90,1012,471,7,,
27:00.3,6,6,0,90,1012,474.0,7.0
6,0,90,1012,465,7,,
6,0,91,1012,479,7,,
51:58.4,6,6,120,91,1012,473.0,7.0
6,130,91,1012,465,7,,
6,150,91,1012,466,7,,
16:56.9,6,6,110,92,1012,468.0,7.0
7,110,92,1012,468,7,,
7,130,93,1012,463,7,,
42:02.8,6,7,160,93,1012,466.0,7.0
7,170,93,1012,467,7,,
8,180,93,1012,458,7,,
07:08.3,7,8,190,93,1012,465.0,7.0
8,200,93,1012,464,7,,
9,210,93,1012,462,7,,
31:56.9,7,9,210,93,1012,462.0,7.0
9,210,93,1012,451,7,,
10,210,92,1012,462,7,,
57:00.4,8,10,220,91,1012,460.0,7.0
11,230,91,1012,460,7,,
11,220,90,1012,453,7,,
21:55.6,9,11,230,89,1012,453.0,7.0
12,230,88,1012,457,7,,
12,230,87,1012,466,7,,
46:55.0,9,12,230,87,1012,448.0,7.0
12,230,87,1012,459,7,,
13,230,86,1012,449,7,,
11:59.0,10,13,230,85,1012,456.0,7.0
13,230,85,1012,456,7,,
13,230,84,1012,452,7,,
37:02.0,10,14,230,84,1012,455.0,7.0
14,230,83,1012,453,7,,
14,220,82,1012,452,7,,
02:02.3,10,14,210,82,1012,454.0,7.0
14,210,82,1012,449,7,,
14,220,81,1012,449,7,,
27:00.4,11,14,220,81,1012,454.0,7.0
14,220,80,1012,449,7,,
15,210,80,1012,447,7,,
52:03.1,11,15,210,80,1012,444.0,7.0
15,210,79,1012,450,7,,
15,190,79,1012,448,7,,
16:59.3,11,15,180,79,1012,447.0,7.0
15,180,79,1012,441,7,,
15,160,78,1012,450,7,,
42:05.6,11,15,140,78,1012,451.0,7.0
15,130,78,1012,442,7,,
14,100,78,1012,446,7,,
07:13.4,11,14,80,78,1012,445.0,7.0
14,60,77,1012,438,7,,
14,30,77,1012,445,7,,
31:57.9,11,13,0,78,1012,440.0,7.0
13,0,78,1012,439,7,,
13,0,79,1012,439,7,,
57:06.7,10,12,0,80,1013,447.0,7.0
12,0,80,1013,436,7,,
12,0,80,1013,442,7,,
21:58.1,10,11,0,81,1013,435.0,7.0
11,0,81,1013,435,7,,
11,0,82,1013,430,7,,
46:56.4,9,10,0,83,1013,434.0,7.0
10,0,83,1013,442,7,,
10,0,84,1014,436,7,,
11:58.6,9,9,0,85,1014,437.0,7.0
9,0,85,1014,439,7,,
9,0,86,1014,432,7,,
37:02.5,9,9,0,86,1014,448.0,7.0
9,0,86,1014,443,7,,
9,0,86,1015,435,7,,
02:06.8,9,9,0,87,1015,440.0,7.0
9,0,87,1015,441,7,,
8,0,87,1015,442,7,,
26:59.2,8,8,0,87,1015,432.0,7.0
8,0,87,1015,445,7,,
8,0,88,1015,440,7,,
52:07.3,8,8,0,88,1015,450.0,7.0
8,0,88,1015,445,7,,
8,0,88,1015,438,7,,
16:56.4,8,8,0,88,1015,443.0,7.0
8,0,88,1015,445,7,,
8,0,88,1015,443,7,,
41:59.7,8,7,0,88,1015,448.0,7.0
7,0,88,1015,441,7,,
7,0,88,1015,441,7,,
07:03.9,7,7,0,88,1016,445.0,7.0
7,0,89,1016,449,7,,
7,0,89,1016,450,7,,
31:57.0,7,7,0,88,1016,449.0,7.0
7,0,88,1016,443,7,,
7,0,88,1016,447,7,,
56:56.9,7,7,0,88,1016,444.0,7.0
7,0,88,1016,445,7,,
7,0,88,1016,443,7,,
21:54.5,7,7,0,88,1016,453.0,7.0
7,0,88,1016,445,7,,
7,0,89,1016,449,7,,
46:53.0,7,7,0,89,1016,453.0,7.0
7,0,89,1016,450,7,,
7,0,89,1016,450,7,,
11:58.5,7,7,0,89,1016,446.0,7.0
6,0,89,1016,452,7,,
6,0,89,1016,447,7,,
36:58.8,7,6,0,89,1016,446.0,7.0
6,0,89,1016,457,7,,
6,0,89,1016,444,7,,
01:55.2,7,6,0,89,1016,451.0,7.0
6,0,89,1016,446,7,,
6,0,89,1016,440,7,,
26:56.9,6,6,0,89,1016,457.0,7.0
6,0,89,1016,445,7,,
6,0,89,1016,450,7,,
46:55.5,7,6,0,89,1016,444.0,7.0
6,0,89,1016,452,7,,
6,0,89,1016,447,7,,
11:57.0,7,6,0,90,1016,449.0,7.0
6,0,89,1016,451,7,,
6,0,89,1016,444,7,,
36:53.1,6,6,0,89,1016,442.0,7.0
6,0,89,1016,453,7,,
6,0,89,1016,448,7,,
01:51.4,6,6,0,89,1016,449.0,7.0
6,0,89,1016,449,7,,
6,0,89,1016,443,7,,
26:57.6,6,6,0,89,1016,452.0,7.0
6,0,89,1017,451,7,,
6,0,89,1017,453,7,,
51:59.0,6,6,0,89,1017,447.0,7.0
6,0,89,1017,447,7,,
6,0,89,1017,456,7,,
16:53.2,6,6,0,89,1017,446.0,7.0
6,0,89,1017,457,7,,
6,0,89,1017,458,7,,
41:55.8,6,6,0,89,1017,446.0,7.0
6,0,89,1017,454,7,,
6,0,89,1016,454,7,,
07:03.6,6,5,0,89,1016,454.0,7.0
5,0,89,1016,454,7,,
5,0,89,1016,462,7,,
31:52.3,6,5,0,89,1016,459.0,7.0
5,0,89,1016,459,7,,
5,0,89,1016,450,7,,
56:57.7,5,5,0,89,1016,435.0,7.0
5,0,89,1016,452,7,,
5,0,89,1016,459,7,,
21:52.6,5,5,0,90,1016,455.0,7.0
5,0,90,1016,454,7,,
5,0,90,1016,455,7,,
46:54.8,5,5,0,90,1016,457.0,7.0
5,0,90,1016,451,7,,
5,0,90,1016,453,7,,
11:56.4,5,5,0,90,1016,456.0,7.0
5,0,90,1016,457,7,,
5,0,90,1016,452,7,,
36:58.2,5,5,0,90,1016,449.0,7.0
5,0,90,1016,451,7,,
5,0,90,1016,450,7,,
01:51.7,5,5,0,90,1016,456.0,7.0
5,0,90,1016,452,7,,
5,0,90,1016,449,7,,
26:59.4,5,5,0,90,1016,453.0,7.0
5,0,90,1016,451,7,,
5,0,90,1016,449,7,,
52:04.6,5,5,0,90,1016,444.0,7.0
5,0,90,1016,447,7,,
5,0,90,1016,442,7,,
16:55.2,5,5,0,90,1016,450.0,7.0
5,0,90,1016,456,7,,
5,0,90,1016,441,7,,
41:58.2,5,5,0,90,1016,444.0,7.0
5,0,90,1016,444,7,,
5,0,90,1017,441,7,,
07:07.0,5,5,0,90,1017,446.0,7.0
5,0,90,1017,448,7,,
5,0,91,1017,449,7,,
31:52.0,5,5,0,91,1017,448.0,7.0
5,0,91,1017,448,7,,
5,0,91,1017,445,7,,
57:07.2,5,5,210,91,1017,446.0,7.0
5,230,91,1017,448,7,,
5,260,92,1017,444,7,,
21:53.9,6,6,280,93,1017,446.0,7.0
6,280,93,1017,443,7,,
7,290,94,1017,441,7,,
46:53.9,6,7,290,94,1017,440.0,7.0
7,290,94,1017,442,7,,
8,290,94,1017,437,7,,
11:59.5,7,8,300,93,1016,437.0,7.0
9,300,92,1016,438,7,,
9,310,91,1016,437,7,,
37:02.2,7,10,320,90,1016,436.0,7.0
10,320,89,1016,439,7,,
12,48970,84,1016,435,7,,
02:01.0,8,10,54870,32,1016,411.0,7.0
6,53070,37,1016,403,7,,
0,54420,41,1016,411,7,,
27:00.3,5,6553,50730,41,1016,423.0,7.0
6553,56950,44,1016,435,7,,
6553,56860,41,1016,440,7,,
51:56.4,5,6553,40190,44,1016,438.0,7.0
6554,35920,41,1016,434,7,,
6553,56520,39,1016,434,7,,
16:58.0,5,6552,60410,37,1016,442.0,7.0
6553,57180,41,1016,439,7,,
6553,29680,38,1015,440,7,,
42:00.1,5,6552,53410,37,1015,445.0,7.0
6552,51830,37,1015,452,7,,
6551,13670,41,1015,451,7,,
07:05.6,5,6552,43180,38,1015,448.0,7.0
6552,44110,37,1015,449,7,,
6552,37120,39,1016,451,7,,
31:55.7,6,1,15510,65,1016,425.0,7.0
2,15440,69,1016,416,7,,
4,0,76,1016,409,7,,
57:01.3,7,5,0,79,1016,408.0,7.0
5,0,80,1016,411,7,,
6,0,80,1016,410,7,,
21:57.9,7,7,0,81,1016,410.0,7.0
7,0,81,1016,411,7,,
7,0,82,1016,415,7,,
46:55.6,7,7,0,82,1016,419.0,7.0
7,0,82,1016,416,7,,
7,0,82,1016,410,7,,
11:59.1,7,7,0,82,1017,412.0,7.0
7,0,82,1017,415,7,,
7,0,83,1017,415,7,,
37:02.3,7,7,0,83,1017,416.0,7.0
7,0,83,1017,414,7,,
7,0,83,1017,418,7,,
01:55.7,7,7,0,83,1017,414.0,7.0
7,0,83,1017,416,7,,
7,0,84,1017,419,7,,
27:01.9,6,7,0,84,1017,416.0,7.0
6,0,84,1017,419,7,,
6,0,84,1017,420,7,,
52:02.0,6,6,0,85,1017,420.0,7.0
6,0,85,1017,420,7,,
6,0,85,1017,422,7,,
16:56.7,6,6,0,86,1018,422.0,7.0
6,0,86,1018,420,7,,
6,0,86,1018,423,7,,
41:59.9,6,6,0,86,1018,420.0,7.0
6,0,86,1018,422,7,,
6,0,86,1018,420,7,,
07:07.7,6,6,0,86,1018,424.0,7.0
6,0,86,1018,423,7,,
6,0,87,1018,421,7,,
31:57.8,6,6,0,87,1018,419.0,7.0
6,0,87,1018,423,7,,
6,0,87,1018,421,7,,
57:02.0,6,6,0,87,1018,420.0,7.0
6,0,87,1018,424,7,,
5,0,87,1018,422,7,,
21:57.5,6,5,0,87,1018,422.0,7.0
5,0,87,1018,427,7,,
5,0,87,1018,423,7,,
46:55.6,5,5,0,87,1018,422.0,7.0
5,0,87,1018,424,7,,
5,0,87,1019,423,7,,
11:58.5,5,5,0,88,1019,423.0,7.0
5,0,88,1019,422,7,,
5,0,88,1019,423,7,,
36:59.0,5,5,0,88,1019,427.0,7.0
5,0,88,1019,425,7,,
5,0,88,1019,424,7,,
01:56.4,5,5,0,88,1019,427.0,7.0
5,0,88,1019,425,7,,
5,0,88,1019,425,7,,
27:00.4,5,5,0,88,1019,426.0,7.0
5,0,88,1019,427,7,,
5,0,88,1019,425,7,,
51:58.8,5,5,0,88,1019,423.0,7.0
5,0,88,1019,425,7,,
5,0,88,1019,424,7,,
16:56.4,5,5,0,88,1019,427.0,7.0
5,0,88,1019,427,7,,
5,0,88,1019,428,7,,
41:59.1,5,5,0,88,1019,425.0,7.0
5,0,88,1019,430,7,,
5,0,89,1019,428,7,,
07:07.3,5,5,0,89,1019,430.0,7.0
5,0,89,1019,429,7,,
5,0,89,1019,430,7,,
31:57.2,5,5,0,89,1019,430.0,7.0
5,0,89,1019,432,7,,
5,0,89,1019,429,7,,
56:56.3,5,5,0,89,1019,429.0,7.0
5,0,89,1019,427,7,,
5,0,89,1019,429,7,,
22:02.2,4,4,0,89,1019,431.0,7.0
4,0,89,1019,430,7,,
4,0,89,1019,431,7,,
46:54.8,5,4,0,89,1019,427.0,7.0
4,0,89,1019,431,7,,
4,0,89,1019,430,7,,
11:57.4,5,4,0,89,1019,428.0,7.0
4,0,89,1019,430,7,,
4,0,89,1019,428,7,,
36:56.1,4,4,0,89,1019,430.0,7.0
4,0,89,1019,428,7,,
4,0,89,1019,428,7,,
02:02.9,4,4,0,89,1019,426.0,7.0
4,0,89,1019,424,7,,
4,0,89,1019,430,7,,
26:59.2,4,4,0,89,1019,428.0,7.0
4,0,89,1019,426,7,,
4,0,89,1019,432,7,,
51:54.2,4,4,0,89,1019,429.0,7.0
4,0,89,1019,430,7,,
4,0,89,1019,429,7,,
16:53.2,4,4,0,89,1019,429.0,7.0
4,0,89,1019,428,7,,
4,0,89,1019,429,7,,
41:55.7,4,4,0,89,1019,429.0,7.0
4,0,89,1019,428,7,,
4,0,89,1019,430,7,,
07:13.4,4,4,0,89,1019,426.0,7.0
4,0,89,1019,429,7,,
4,0,89,1019,429,7,,
31:52.4,4,4,0,89,1019,426.0,7.0
4,0,89,1019,428,7,,
4,0,89,1019,427,7,,
56:58.1,4,4,0,89,1019,427.0,7.0
4,0,89,1019,427,7,,
4,0,89,1019,425,7,,
21:57.9,4,4,0,89,1019,423.0,7.0
4,0,89,1019,423,7,,
3,0,89,1019,425,7,,
46:52.7,4,3,0,89,1019,424.0,7.0
3,0,89,1019,424,7,,
3,0,89,1019,424,7,,
12:01.3,3,3,0,89,1019,425.0,7.0
3,0,89,1019,428,7,,
3,0,89,1020,427,7,,
36:59.3,3,3,0,89,1020,427.0,7.0
3,0,89,1020,425,7,,
3,0,89,1020,423,7,,
01:57.1,3,3,0,89,1020,427.0,7.0
3,0,89,1020,423,7,,
3,0,89,1020,426,7,,
26:58.2,3,3,0,89,1019,424.0,7.0
3,0,89,1020,423,7,,
3,0,89,1020,424,7,,
52:00.1,3,3,0,89,1020,424.0,7.0
3,0,89,1020,423,7,,
3,0,89,1020,422,7,,
16:56.4,3,3,0,89,1020,421.0,7.0
3,0,89,1020,421,7,,
3,0,90,1020,423,7,,
42:02.0,3,3,0,90,1021,423.0,7.0
3,0,90,1021,425,7,,
3,260,90,1021,423,7,,
07:10.7,4,4,310,91,1021,424.0,7.0
4,330,91,1021,423,7,,
4,390,92,1021,419,7,,
31:55.9,4,4,440,93,1021,420.0,7.0
5,470,93,1021,419,7,,
5,530,92,1021,417,7,,
56:59.4,5,6,520,91,1021,412.0,7.0
6,510,91,1021,414,7,,
6,490,90,1021,412,7,,
21:54.6,5,7,420,90,1021,414.0,7.0
7,420,89,1021,411,7,,
8,390,88,1021,409,7,,
46:58.0,6,8,300,87,1021,409.0,7.0
9,290,87,1021,412,7,,
9,310,86,1021,408,7,,
12:03.0,7,9,310,86,1020,409.0,7.0
10,310,85,1020,407,7,,
10,310,85,1020,407,7,,
37:02.2,7,10,310,84,1020,408.0,7.0
11,310,84,1020,407,7,,
11,310,83,1019,408,7,,
01:54.2,8,11,500,81,1019,409.0,7.0
11,480,81,1019,406,7,,
12,480,81,1019,407,7,,
27:01.0,9,12,470,80,1019,407.0,7.0
12,460,80,1019,409,7,,
13,460,79,1019,407,7,,
52:02.2,9,13,450,77,1019,408.0,7.0
13,450,76,1019,406,7,,
13,460,76,1019,408,7,,
16:55.3,10,14,450,75,1019,406.0,7.0
14,440,74,1019,406,7,,
14,430,74,1019,406,7,,
41:59.6,10,14,430,73,1019,404.0,7.0
14,420,73,1019,405,7,,
14,420,73,1019,404,7,,
07:11.5,10,14,410,73,1019,404.0,7.0
14,400,73,1019,405,7,,
14,370,73,1019,403,7,,
31:57.7,10,14,360,73,1020,401.0,7.0
14,350,73,1020,403,7,,
13,310,72,1020,403,7,,
57:00.8,10,13,280,72,1020,401.0,7.0
13,260,72,1020,402,7,,
13,220,71,1020,407,7,,
21:57.0,10,13,0,71,1020,403.0,7.0
12,0,72,1020,406,7,,
12,0,73,1020,403,7,,
46:57.9,9,11,0,74,1020,404.0,7.0
11,0,75,1020,405,7,,
10,0,77,1020,399,7,,
12:02.5,9,10,0,78,1020,407.0,7.0
10,0,79,1020,406,7,,
9,0,80,1020,407,7,,
37:01.3,8,9,0,80,1020,406.0,7.0
9,0,81,1020,404,7,,
8,0,81,1020,406,7,,
01:55.7,8,8,0,82,1020,408.0,7.0
8,0,83,1020,407,7,,
8,0,83,1020,407,7,,
27:02.8,8,8,0,84,1021,405.0,7.0
7,0,84,1021,408,7,,
7,0,85,1021,412,7,,
51:58.7,7,7,0,85,1021,411.0,7.0
7,0,85,1021,413,7,,
7,0,85,1021,411,7,,
16:54.8,7,7,0,85,1021,414.0,7.0
7,0,85,1021,411,7,,
7,0,86,1021,413,7,,
42:01.1,7,7,0,86,1021,414.0,7.0
7,0,86,1022,416,7,,
6,0,86,1022,416,7,,
07:08.2,7,6,0,86,1022,417.0,7.0
6,0,86,1022,414,7,,
6,0,87,1022,417,7,,
31:56.5,6,6,0,87,1023,421.0,7.0
6,0,87,1023,418,7,,
6,0,87,1022,418,7,,
57:01.2,6,6,0,87,1023,419.0,7.0
6,0,88,1023,419,7,,
6,0,88,1023,421,7,,
21:56.4,6,6,0,88,1023,420.0,7.0
6,0,88,1023,422,7,,
6,0,88,1023,420,7,,
46:53.0,6,6,0,88,1023,426.0,7.0
6,0,88,1023,424,7,,
6,0,88,1023,422,7,,
12:05.7,6,6,0,88,1023,425.0,7.0
6,0,88,1023,423,7,,
6,0,88,1023,425,7,,
36:59.1,6,6,0,88,1023,425.0,7.0
6,0,88,1023,426,7,,
5,0,88,1023,428,7,,
01:56.5,6,5,0,89,1023,426.0,7.0
5,0,89,1023,428,7,,
5,0,89,1023,426,7,,
26:59.4,6,5,0,89,1023,427.0,7.0
5,0,88,1023,426,7,,
5,0,88,1023,429,7,,
51:54.0,5,5,0,88,1023,425.0,7.0
5,0,88,1024,428,7,,
5,0,88,1024,428,7,,
17:00.8,5,5,0,88,1023,425.0,7.0
5,0,88,1023,427,7,,
5,0,88,1024,425,7,,
41:57.9,5,5,0,88,1024,426.0,7.0
5,0,88,1024,425,7,,
5,0,88,1024,429,7,,
07:03.8,5,5,0,88,1024,427.0,7.0
5,0,88,1024,426,7,,
5,0,89,1024,428,7,,
31:55.7,5,5,0,89,1024,425.0,7.0
5,0,89,1024,428,7,,
5,0,89,1024,427,7,,
56:58.4,5,4,0,89,1024,428.0,7.0
4,0,89,1024,427,7,,
4,0,89,1024,429,7,,
22:01.1,5,4,0,89,1024,428.0,7.0
4,0,89,1024,427,7,,
4,0,89,1024,428,7,,
46:52.5,5,4,0,89,1024,429.0,7.0
4,0,89,1024,427,7,,
4,0,89,1024,426,7,,
11:58.4,5,4,0,89,1024,428.0,7.0
4,0,89,1024,426,7,,
4,0,89,1024,427,7,,
36:58.1,4,4,0,89,1024,427.0,7.0
4,0,89,1024,427,7,,
4,0,89,1024,432,7,,
01:55.7,4,4,0,89,1024,425.0,7.0
4,0,89,1024,427,7,,
4,0,89,1024,429,7,,
26:59.1,4,4,0,89,1024,427.0,7.0
4,0,89,1024,430,7,,
4,0,89,1024,430,7,,
51:55.9,4,4,0,89,1024,427.0,7.0
4,0,90,1024,429,7,,
4,0,90,1024,430,7,,
16:55.5,4,4,0,90,1024,430.0,7.0
4,0,90,1024,427,7,,
4,0,89,1024,429,7,,
42:00.0,4,4,0,89,1024,431.0,7.0
4,0,89,1024,428,7,,
4,0,89,1024,429,7,,
07:03.5,4,4,0,90,1024,427.0,7.0
4,0,90,1024,430,7,,
4,0,90,1024,430,7,,
31:54.5,4,4,0,90,1024,427.0,7.0
4,0,90,1024,427,7,,
4,0,90,1024,430,7,,
56:57.6,4,4,0,90,1024,428.0,7.0
4,0,90,1024,429,7,,
4,0,89,1025,431,7,,
21:53.3,4,4,0,90,1025,431.0,7.0
4,0,90,1025,428,7,,
4,0,90,1025,431,7,,
46:54.8,4,4,0,90,1025,430.0,7.0
4,0,90,1025,428,7,,
4,0,90,1025,432,7,,
11:57.0,4,4,0,90,1025,430.0,7.0
4,0,90,1025,431,7,,
4,0,90,1025,430,7,,
36:58.7,4,4,0,90,1025,433.0,7.0
4,0,90,1025,431,7,,
4,0,90,1025,430,7,,
01:54.0,4,4,0,90,1025,433.0,7.0
4,0,90,1025,431,7,,
4,0,90,1025,434,7,,
26:58.3,4,4,0,90,1025,435.0,7.0
